image1,image2,pos,corr_resp,c_ic,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,text.started,key_resp_2.started,instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,fixation.started,image.started,image_2.started,image.stopped,image_2.stopped,cue.started,key_resp.started,cue.stopped,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,thankyou.started,text_2.started,text_2.stopped,thankyou.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.06008760000258917,0.08267479999994976,0.08267479999994976,82.01156140000239,space,81.91677550000168,None,,,,,,,,,,,,,,,,,,,3,001,2023-11-10_18h11.30.577,solo,2023.2.2,59.63331474800473,2023-11-10 18h11.46.925101 +0530,
C:\Users\twara\Downloads\Confused Emoji [Download iPhone Emojis].png,C:\Users\twara\Downloads\Happy Emoji [Download iPhone Emojis].png,-0.3,down,c,0,0,0,24,82.09278679999989,,,,,,,,,82.04405749999933,82.09278679999989,82.52685740000015,82.52685740000015,83.02695769999991,83.02695769999991,83.32720770000014,83.62700590000168,83.7273266000011,83.9786864000016,down,1,0.348233299999265,None,,,,,3,001,2023-11-10_18h11.30.577,solo,2023.2.2,59.63331474800473,2023-11-10 18h11.46.925101 +0530,
C:\Users\twara\Downloads\Blushed Smiling Emoji [Free Download IOS Emojis].png,C:\Users\twara\Downloads\Expressionless Emoji [Free Download IOS Emojis].png,-0.3,down,ic,0,1,1,14,84.02585860000181,,,,,,,,,83.97998189999998,84.02585860000181,84.49394880000182,84.49394880000182,84.99348900000041,84.99348900000041,85.29380160000073,85.59341810000114,85.69376539999939,85.69541690000187,down,1,0.0933169000018097,None,,,,,3,001,2023-11-10_18h11.30.577,solo,2023.2.2,59.63331474800473,2023-11-10 18h11.46.925101 +0530,
C:\Users\twara\Downloads\Tears Emoji [Free Download iPhone Emojis in PNG].png,C:\Users\twara\Downloads\Worried Emoji [Free Download IOS Emojis].png,-0.3,down,ic,0,2,2,15,85.76007430000027,,,,,,,,,85.69659460000184,85.76007430000027,86.21035050000137,86.21035050000137,86.71415560000241,86.71415560000241,87.01036139999997,87.3101870999999,,87.3783261000026,up,0,0.058053700002346886,None,,,,,3,001,2023-11-10_18h11.30.577,solo,2023.2.2,59.63331474800473,2023-11-10 18h11.46.925101 +0530,
C:\Users\twara\Downloads\Blushed Smiling Emoji [Free Download IOS Emojis].png,C:\Users\twara\Downloads\Expressionless Emoji [Free Download IOS Emojis].png,0.3,up,c,0,3,3,6,87.42652880000242,,,,,,,,,87.37919160000092,87.42652880000242,87.89412900000025,87.89412900000025,88.39330690000133,88.39330690000133,88.69355859999996,88.99377200000163,,89.06163110000125,up,1,0.05364299999928335,None,,,,,3,001,2023-11-10_18h11.30.577,solo,2023.2.2,59.63331474800473,2023-11-10 18h11.46.925101 +0530,
C:\Users\twara\Downloads\Worried Emoji [Free Download IOS Emojis].png,C:\Users\twara\Downloads\Tears Emoji [Free Download iPhone Emojis in PNG].png,0.3,up,ic,0,4,4,23,89.1090265999992,,,,,,,,,89.0624080000016,89.1090265999992,89.5773829000027,89.5773829000027,90.09330930000215,90.09330930000215,90.37675270000182,90.67734840000048,90.7765900000013,90.81150700000217,up,1,0.1322366000022157,None,,,,,3,001,2023-11-10_18h11.30.577,solo,2023.2.2,59.63331474800473,2023-11-10 18h11.46.925101 +0530,
C:\Users\twara\Downloads\Smiling Emoji [Download IOS Smiling Emojis].png,C:\Users\twara\Downloads\Neutral Emoji [Free Download iPhone Emojis].png,-0.3,down,ic,0,5,5,9,90.85971340000106,,,,,,,,,90.81234250000125,90.85971340000106,91.32697660000122,91.32697660000122,91.82694020000054,91.82694020000054,92.11023850000129,92.42684960000042,92.54314110000269,92.49470890000157,down,1,0.05694529999891529,None,,,,,3,001,2023-11-10_18h11.30.577,solo,2023.2.2,59.63331474800473,2023-11-10 18h11.46.925101 +0530,
C:\Users\twara\Downloads\Hugging Emoji [Download iPhone Emojis].png,C:\Users\twara\Downloads\Neutral Emoji [Free Download iPhone Emojis].png,-0.3,down,ic,0,6,6,13,92.54314110000269,,,,,,,,,92.49561080000058,92.54314110000269,93.01083520000248,93.01083520000248,93.51006849999976,93.51006849999976,93.810118100002,94.10997019999922,94.24401020000005,94.1946941999995,down,1,0.07160300000032294,None,,,,,3,001,2023-11-10_18h11.30.577,solo,2023.2.2,59.63331474800473,2023-11-10 18h11.46.925101 +0530,
C:\Users\twara\Downloads\Laughing Emoji [Free Download IOS Emojis].png,C:\Users\twara\Downloads\Confused Emoji [Download iPhone Emojis].png,-0.3,down,ic,0,7,7,12,94.24401020000005,,,,,,,,,94.19547160000002,94.24401020000005,94.71073590000015,94.71073590000015,95.20994699999937,95.20994699999937,95.51043919999938,95.8105338000023,95.91005009999935,95.91149170000062,down,1,0.08497069999793894,None,,,,,3,001,2023-11-10_18h11.30.577,solo,2023.2.2,59.63331474800473,2023-11-10 18h11.46.925101 +0530,
C:\Users\twara\Downloads\Smiling With Closed Eyes Emoji [Free Download IOS Emojis].png,C:\Users\twara\Downloads\Expressionless Emoji [Free Download IOS Emojis].png,0.3,up,c,0,8,8,2,95.97583060000034,,,,,,,,,95.91235850000157,95.97583060000034,96.42700490000061,96.42700490000061,96.9270897000024,96.9270897000024,97.22669370000222,97.53009369999927,97.6271478000017,97.62874659999943,up,1,0.09689140000045882,None,,,,,3,001,2023-11-10_18h11.30.577,solo,2023.2.2,59.63331474800473,2023-11-10 18h11.46.925101 +0530,
C:\Users\twara\Downloads\Neutral Emoji [Free Download iPhone Emojis].png,C:\Users\twara\Downloads\Hugging Emoji [Download iPhone Emojis].png,-0.3,down,c,0,9,9,29,97.6775071000011,,,,,,,,,97.62960790000216,97.6775071000011,98.1437270000024,98.1437270000024,98.6433262999999,98.6433262999999,98.94329330000255,99.24324200000046,99.34330910000062,102.59515040000042,down,1,3.3443461999995634,None,,,,,3,001,2023-11-10_18h11.30.577,solo,2023.2.2,59.63331474800473,2023-11-10 18h11.46.925101 +0530,
C:\Users\twara\Downloads\Hugging Emoji [Download iPhone Emojis].png,C:\Users\twara\Downloads\Neutral Emoji [Free Download iPhone Emojis].png,0.3,up,c,0,10,10,5,102.66068830000222,,,,,,,,,102.59628390000216,102.66068830000222,103.11040890000004,103.11040890000004,103.61037220000071,103.61037220000071,103.89320600000065,104.20966910000061,104.2930864000009,104.99462770000173,up,1,0.7727135999994061,None,,,,,3,001,2023-11-10_18h11.30.577,solo,2023.2.2,59.63331474800473,2023-11-10 18h11.46.925101 +0530,
C:\Users\twara\Downloads\Smiling Emoji [Download IOS Smiling Emojis].png,C:\Users\twara\Downloads\Neutral Emoji [Free Download iPhone Emojis].png,0.3,up,c,0,11,11,1,105.04331290000118,,,,,,,,,104.99565060000168,105.04331290000118,105.5097894999999,105.5097894999999,106.01305680000223,106.01305680000223,106.30973450000238,106.61001620000025,,106.67786800000249,up,1,0.0652025000017602,None,,,,,3,001,2023-11-10_18h11.30.577,solo,2023.2.2,59.63331474800473,2023-11-10 18h11.46.925101 +0530,
C:\Users\twara\Downloads\Very Happy Emoji [Free Download IOS Emojis].png,C:\Users\twara\Downloads\Worried Emoji [Free Download IOS Emojis].png,-0.3,down,ic,0,12,12,11,106.72632090000116,,,,,,,,,106.67860060000021,106.72632090000116,107.19335960000171,107.19335960000171,107.69310310000219,107.69310310000219,107.99320140000054,108.2928396999996,,108.36089060000086,down,1,0.05923340000299504,None,,,,,3,001,2023-11-10_18h11.30.577,solo,2023.2.2,59.63331474800473,2023-11-10 18h11.46.925101 +0530,
C:\Users\twara\Downloads\Expressionless Emoji [Free Download IOS Emojis].png,C:\Users\twara\Downloads\Blushed Smiling Emoji [Free Download IOS Emojis].png,-0.3,down,c,0,13,13,30,108.40902479999932,,,,,,,,,108.36178909999944,108.40902479999932,108.87724710000111,108.87724710000111,109.39359210000111,109.39359210000111,109.67703900000197,109.97643439999956,110.07658770000126,111.64468800000031,down,1,1.653616499999771,None,,,,,3,001,2023-11-10_18h11.30.577,solo,2023.2.2,59.63331474800473,2023-11-10 18h11.46.925101 +0530,
C:\Users\twara\Downloads\Laughing Emoji [Free Download IOS Emojis].png,C:\Users\twara\Downloads\Confused Emoji [Download iPhone Emojis].png,0.3,up,c,0,14,14,4,111.69243780000033,,,,,,,,,111.6454534000004,111.69243780000033,112.15982690000237,112.15982690000237,112.65930959999969,112.65930959999969,112.96022110000195,113.25966999999946,,113.32809830000042,up,1,0.05680879999999888,None,,,,,3,001,2023-11-10_18h11.30.577,solo,2023.2.2,59.63331474800473,2023-11-10 18h11.46.925101 +0530,
C:\Users\twara\Downloads\Worried Emoji [Free Download IOS Emojis].png,C:\Users\twara\Downloads\Very Happy Emoji [Free Download IOS Emojis].png,0.3,up,ic,0,15,15,19,113.37531529999978,,,,,,,,,113.32921100000021,113.37531529999978,113.84374620000017,113.84374620000017,114.35949410000103,114.35949410000103,114.64735360000122,114.94332489999942,,114.96176710000145,up,1,0.00857220000034431,None,,,,,3,001,2023-11-10_18h11.30.577,solo,2023.2.2,59.63331474800473,2023-11-10 18h11.46.925101 +0530,
C:\Users\twara\Downloads\Neutral Emoji [Free Download iPhone Emojis].png,C:\Users\twara\Downloads\Hugging Emoji [Download iPhone Emojis].png,0.3,up,ic,0,16,16,21,115.02709070000128,,,,,,,,,114.96280090000073,115.02709070000128,115.47655490000034,115.47655490000034,115.97629779999988,115.97629779999988,116.27670900000157,116.57629050000105,,116.61100839999926,up,1,0.019499700003507314,None,,,,,3,001,2023-11-10_18h11.30.577,solo,2023.2.2,59.63331474800473,2023-11-10 18h11.46.925101 +0530,
C:\Users\twara\Downloads\Happy Emoji [Download iPhone Emojis].png,C:\Users\twara\Downloads\Confused Emoji [Download iPhone Emojis].png,0.3,up,c,0,17,17,0,116.66033040000184,,,,,,,,,116.61183209999945,116.66033040000184,117.12653580000188,117.12653580000188,117.62621460000082,117.62621460000082,117.92688610000187,118.22613130000173,118.32618759999968,118.34498069999972,up,1,0.11387939999985974,None,,,,,3,001,2023-11-10_18h11.30.577,solo,2023.2.2,59.63331474800473,2023-11-10 18h11.46.925101 +0530,
C:\Users\twara\Downloads\Expressionless Emoji [Free Download IOS Emojis].png,C:\Users\twara\Downloads\Smiling With Closed Eyes Emoji [Free Download IOS Emojis].png,-0.3,down,c,0,18,18,26,118.39197760000025,,,,,,,,,118.34606970000095,118.39197760000025,118.85996130000058,118.85996130000058,119.3599572000021,119.3599572000021,119.65944450000097,119.95966300000146,,119.99491430000126,down,1,0.019323099997563986,None,,,,,3,001,2023-11-10_18h11.30.577,solo,2023.2.2,59.63331474800473,2023-11-10 18h11.46.925101 +0530,
C:\Users\twara\Downloads\Worried Emoji [Free Download IOS Emojis].png,C:\Users\twara\Downloads\Very Happy Emoji [Free Download IOS Emojis].png,-0.3,down,c,0,19,19,27,120.0427622999996,,,,,,,,,119.9960811000019,120.0427622999996,120.50949949999995,120.50949949999995,121.00981139999931,121.00981139999931,121.30966930000068,121.60966650000046,,121.64450370000122,down,1,0.031797899999219226,None,,,,,3,001,2023-11-10_18h11.30.577,solo,2023.2.2,59.63331474800473,2023-11-10 18h11.46.925101 +0530,
C:\Users\twara\Downloads\Confused Emoji [Download iPhone Emojis].png,C:\Users\twara\Downloads\Laughing Emoji [Free Download IOS Emojis].png,0.3,up,ic,0,20,20,20,121.69200810000257,,,,,,,,,121.64510950000113,121.69200810000257,122.1596094000015,122.1596094000015,122.65941350000139,122.65941350000139,122.95947069999966,123.26003240000136,,123.32844430000114,up,1,0.06205050000062329,None,,,,,3,001,2023-11-10_18h11.30.577,solo,2023.2.2,59.63331474800473,2023-11-10 18h11.46.925101 +0530,
C:\Users\twara\Downloads\Neutral Emoji [Free Download iPhone Emojis].png,C:\Users\twara\Downloads\Smiling Emoji [Download IOS Smiling Emojis].png,0.3,up,ic,0,21,21,17,123.39274810000279,,,,,,,,,123.3297605000007,123.39274810000279,123.84283890000006,123.84283890000006,124.34269620000123,124.34269620000123,124.643280100001,124.94295220000276,125.0427359000023,125.36058920000141,up,1,0.4072718999996141,None,,,,,3,001,2023-11-10_18h11.30.577,solo,2023.2.2,59.63331474800473,2023-11-10 18h11.46.925101 +0530,
C:\Users\twara\Downloads\Expressionless Emoji [Free Download IOS Emojis].png,C:\Users\twara\Downloads\Smiling With Closed Eyes Emoji [Free Download IOS Emojis].png,0.3,up,ic,0,22,22,18,125.40942560000258,,,,,,,,,125.36146120000194,125.40942560000258,125.87645960000009,125.87645960000009,126.37605090000216,126.37605090000216,126.67628030000196,126.9761350000008,127.07631830000173,127.12759870000082,up,1,0.14977559999897494,None,,,,,3,001,2023-11-10_18h11.30.577,solo,2023.2.2,59.63331474800473,2023-11-10 18h11.46.925101 +0530,
C:\Users\twara\Downloads\Very Happy Emoji [Free Download IOS Emojis].png,C:\Users\twara\Downloads\Worried Emoji [Free Download IOS Emojis].png,0.3,up,c,0,23,23,3,127.17527759999939,,,,,,,,,127.12851800000135,127.17527759999939,127.64307399999961,127.64307399999961,128.14238900000055,128.14238900000055,128.4427011000007,128.7429121999994,128.84283920000235,128.8778889999994,up,1,0.1294815999972343,None,,,,,3,001,2023-11-10_18h11.30.577,solo,2023.2.2,59.63331474800473,2023-11-10 18h11.46.925101 +0530,
C:\Users\twara\Downloads\Smiling With Closed Eyes Emoji [Free Download IOS Emojis].png,C:\Users\twara\Downloads\Expressionless Emoji [Free Download IOS Emojis].png,-0.3,down,ic,0,24,24,10,128.94181840000238,,,,,,,,,128.87909209999998,128.94181840000238,129.39336589999948,129.39336589999948,129.89259900000252,129.89259900000252,130.19269700000223,130.57499830000233,130.60975400000098,130.67803970000023,down,1,0.08593119999932242,None,,,,,3,001,2023-11-10_18h11.30.577,solo,2023.2.2,59.63331474800473,2023-11-10 18h11.46.925101 +0530,
C:\Users\twara\Downloads\Tears Emoji [Free Download iPhone Emojis in PNG].png,C:\Users\twara\Downloads\Worried Emoji [Free Download IOS Emojis].png,0.3,up,c,0,25,25,7,130.7259656999995,,,,,,,,,130.67919110000003,130.7259656999995,131.19324430000052,131.19324430000052,131.6925252000001,131.6925252000001,131.99303860000146,132.2926539,,132.3104052000017,up,1,0.003705300001456635,None,,,,,3,001,2023-11-10_18h11.30.577,solo,2023.2.2,59.63331474800473,2023-11-10 18h11.46.925101 +0530,
C:\Users\twara\Downloads\Confused Emoji [Download iPhone Emojis].png,C:\Users\twara\Downloads\Laughing Emoji [Free Download IOS Emojis].png,-0.3,down,c,0,26,26,28,132.35895580000215,,,,,,,,,132.3109805999993,132.35895580000215,132.82642530000157,132.82642530000157,133.32663840000168,133.32663840000168,133.6262444999993,133.90983620000043,,133.94451830000253,down,1,0.02362840000205324,None,,,,,3,001,2023-11-10_18h11.30.577,solo,2023.2.2,59.63331474800473,2023-11-10 18h11.46.925101 +0530,
C:\Users\twara\Downloads\Happy Emoji [Download iPhone Emojis].png,C:\Users\twara\Downloads\Confused Emoji [Download iPhone Emojis].png,-0.3,down,ic,0,27,27,8,133.99293340000077,,,,,,,,,133.9453109999995,133.99293340000077,134.4596272000017,134.4596272000017,134.95933010000226,134.95933010000226,135.25996999999916,135.55961920000118,135.65970780000134,135.71035780000238,down,1,0.1433197000005748,None,,,,,3,001,2023-11-10_18h11.30.577,solo,2023.2.2,59.63331474800473,2023-11-10 18h11.46.925101 +0530,
C:\Users\twara\Downloads\Confused Emoji [Download iPhone Emojis].png,C:\Users\twara\Downloads\Happy Emoji [Download iPhone Emojis].png,0.3,up,ic,0,28,28,16,135.7754257000015,,,,,,,,,135.71108020000247,135.7754257000015,136.2264247000021,136.2264247000021,136.7262221000019,136.7262221000019,137.0263221000023,137.32667120000042,137.42612890000237,138.59490780000124,up,1,1.2517885000015667,None,,,,,3,001,2023-11-10_18h11.30.577,solo,2023.2.2,59.63331474800473,2023-11-10 18h11.46.925101 +0530,
C:\Users\twara\Downloads\Expressionless Emoji [Free Download IOS Emojis].png,C:\Users\twara\Downloads\Blushed Smiling Emoji [Free Download IOS Emojis].png,0.3,up,ic,0,29,29,22,138.64177200000267,,,,,,,,,138.59584240000186,138.64177200000267,139.1099783000027,139.1099783000027,139.60976819999996,139.60976819999996,139.90904050000245,140.20980229999986,140.30952059999981,140.3111600000011,up,1,0.09332020000147168,None,,,,,3,001,2023-11-10_18h11.30.577,solo,2023.2.2,59.63331474800473,2023-11-10 18h11.46.925101 +0530,
C:\Users\twara\Downloads\Neutral Emoji [Free Download iPhone Emojis].png,C:\Users\twara\Downloads\Smiling Emoji [Download IOS Smiling Emojis].png,-0.3,down,c,0,30,30,25,140.35941269999967,,,,,,,,,140.31216960000165,140.35941269999967,140.8263102000019,140.8263102000019,141.3262231000008,141.3262231000008,141.62608929999988,141.9266800000005,,141.94451670000126,down,1,0.013025200001720805,None,,,,,3,001,2023-11-10_18h11.30.577,solo,2023.2.2,59.63331474800473,2023-11-10 18h11.46.925101 +0530,
C:\Users\twara\Downloads\Worried Emoji [Free Download IOS Emojis].png,C:\Users\twara\Downloads\Tears Emoji [Free Download iPhone Emojis in PNG].png,-0.3,down,c,0,31,31,31,142.01022400000147,,,,,,,,,141.94551520000095,142.01022400000147,142.4596703999996,142.4596703999996,142.9595515000001,142.9595515000001,143.25965510000242,143.55945280000014,143.6594366999998,145.37785409999924,down,1,1.8145374000014272,None,,,,,3,001,2023-11-10_18h11.30.577,solo,2023.2.2,59.63331474800473,2023-11-10 18h11.46.925101 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.3785287000028,145.3925930000005,146.39277120000042,146.37680700000055,,,,,,,,
